500 10000
262 167 122 
286 193 600 
45 217 923 
395 420 420 
291 170 101 
44 40 524 
267 206 124 
83 77 86 
338 302 43 
323 246 9 
481 289 974 
268 269 414 
17 146 162 
338 162 821 
355 212 31 
397 67 288 
338 78 764 
251 466 476 
464 127 794 
192 26 181 
155 411 786 
178 225 879 
97 57 441 
361 73 814 
285 294 861 
17 328 153 
165 329 695 
406 363 226 
449 418 65 
172 436 748 
467 440 468 
408 212 908 
410 243 879 
453 395 26 
99 192 752 
479 445 621 
472 346 969 
204 229 391 
251 122 106 
210 492 172 
176 454 383 
215 182 655 
473 318 65 
57 492 716 
87 450 821 
218 85 802 
319 156 76 
189 20 38 
342 23 637 
221 227 362 
65 123 933 
395 323 8 
319 151 210 
103 294 665 
283 378 940 
50 67 392 
204 235 451 
194 66 887 
177 158 154 
120 368 36 
226 333 572 
197 299 81 
57 292 879 
89 341 149 
493 36 390 
251 395 815 
457 86 332 
315 347 13 
384 6 861 
126 491 889 
15 265 461 
86 118 173 
237 227 663 
161 495 693 
349 293 68 
455 390 339 
145 464 590 
497 13 316 
75 251 793 
206 242 27 
118 429 311 
417 127 74 
182 71 490 
58 218 485 
325 434 979 
18 317 314 
498 287 684 
3 480 123 
467 393 313 
253 475 978 
159 420 825 
4 191 525 
278 370 864 
485 352 760 
105 64 109 
78 444 904 
248 3 950 
79 364 890 
182 395 112 
263 204 8 
324 294 77 
422 399 59 
141 232 749 
118 467 178 
171 398 244 
139 289 850 
441 239 426 
204 414 189 
193 198 333 
153 58 552 
334 438 416 
39 40 836 
336 292 602 
266 203 531 
263 370 223 
315 234 158 
429 477 916 
382 433 58 
195 48 146 
318 453 589 
314 4 486 
401 88 732 
120 451 394 
139 448 659 
438 363 633 
283 121 352 
160 310 378 
309 153 458 
449 468 511 
79 372 610 
15 198 891 
481 457 185 
263 393 303 
128 298 721 
306 388 652 
250 72 763 
182 377 864 
314 432 743 
56 313 253 
173 162 660 
498 43 67 
408 218 372 
334 460 695 
197 468 423 
169 333 371 
40 122 580 
365 307 980 
43 71 92 
316 12 621 
10 430 766 
470 403 715 
274 391 21 
469 175 194 
107 172 778 
336 417 806 
147 340 202 
190 213 122 
494 244 62 
57 352 702 
15 399 770 
485 377 347 
456 486 302 
423 34 108 
156 8 130 
245 431 713 
394 370 41 
439 344 88 
89 47 102 
110 323 910 
324 295 143 
401 214 764 
407 201 437 
167 108 281 
132 402 781 
133 462 913 
369 284 659 
310 441 912 
283 349 33 
124 290 48 
391 271 899 
256 138 733 
300 266 710 
201 33 829 
28 24 534 
41 470 391 
275 145 831 
189 306 578 
311 75 923 
85 7 565 
168 442 756 
17 454 12 
41 465 785 
157 490 749 
45 283 196 
30 64 703 
56 158 411 
121 182 114 
434 432 578 
269 73 819 
164 266 993 
368 172 187 
488 119 72 
463 448 991 
475 415 476 
193 380 15 
419 64 51 
332 142 372 
210 6 94 
96 347 415 
160 87 227 
251 124 586 
229 367 388 
459 32 232 
189 241 71 
88 310 994 
329 415 395 
307 145 678 
419 133 991 
269 48 517 
291 136 482 
434 56 341 
486 80 346 
493 356 63 
38 265 694 
163 465 512 
159 210 354 
16 204 997 
90 42 900 
168 72 15 
110 12 963 
92 257 144 
397 444 529 
87 448 701 
230 470 559 
101 20 533 
314 324 527 
381 320 652 
194 129 848 
146 27 323 
471 495 676 
381 426 369 
228 396 23 
415 71 63 
113 3 244 
194 18 697 
383 76 647 
241 158 409 
74 453 536 
184 107 252 
159 436 24 
202 411 340 
113 378 475 
95 99 423 
422 6 283 
269 250 434 
453 202 894 
464 424 895 
337 2 934 
27 79 867 
17 99 911 
231 51 485 
118 464 386 
487 424 89 
431 307 124 
386 122 633 
63 470 939 
356 142 978 
498 299 7 
185 160 340 
369 125 182 
78 55 997 
74 383 111 
146 180 906 
52 366 775 
447 427 250 
65 386 471 
217 91 299 
121 383 23 
279 145 694 
111 291 135 
464 477 533 
379 249 72 
309 305 221 
213 98 282 
56 267 133 
10 460 276 
168 21 693 
66 312 546 
239 494 593 
425 249 627 
113 65 290 
492 93 329 
364 465 806 
57 286 116 
438 129 164 
355 309 126 
291 164 96 
437 390 631 
321 304 399 
131 409 456 
241 341 566 
152 199 781 
97 201 189 
91 484 572 
306 175 51 
170 475 941 
479 423 917 
330 150 12 
365 280 516 
66 245 821 
196 98 895 
163 4 856 
367 348 491 
491 326 530 
103 499 465 
39 496 519 
493 240 445 
54 94 970 
53 34 37 
81 473 580 
17 363 996 
13 77 381 
362 460 774 
330 426 573 
5 114 268 
389 158 350 
321 120 615 
9 227 775 
151 203 72 
49 486 707 
478 214 253 
254 98 940 
81 259 608 
28 329 465 
396 429 918 
110 5 819 
159 189 101 
68 405 211 
354 190 690 
393 363 366 
142 290 717 
90 261 721 
456 289 474 
456 485 324 
493 184 343 
171 270 906 
190 306 945 
163 495 782 
91 387 159 
389 453 588 
485 308 558 
195 208 797 
19 88 994 
275 239 422 
275 391 83 
292 467 46 
155 459 372 
145 170 324 
242 230 621 
480 448 540 
133 353 610 
13 344 233 
68 489 28 
367 97 175 
184 465 557 
158 137 484 
463 320 328 
24 248 146 
478 465 890 
167 135 102 
13 404 87 
350 59 60 
133 274 556 
421 74 29 
396 243 199 
24 30 721 
432 31 803 
125 484 845 
400 90 939 
262 315 839 
396 187 568 
137 365 731 
127 431 278 
168 407 242 
388 288 244 
78 476 163 
180 351 645 
198 191 855 
233 498 199 
417 99 174 
446 63 506 
467 145 285 
256 419 955 
19 361 741 
323 105 53 
355 73 461 
385 331 789 
139 469 915 
131 52 30 
7 487 598 
163 54 805 
268 81 61 
474 61 137 
39 16 259 
224 213 421 
371 112 227 
379 459 792 
230 465 597 
48 375 470 
132 499 929 
61 167 568 
246 266 269 
443 378 14 
152 165 102 
160 416 519 
147 454 292 
22 167 405 
65 447 598 
156 234 641 
435 62 671 
209 440 78 
448 179 692 
39 7 40 
320 200 101 
323 162 560 
459 10 289 
233 86 777 
23 114 440 
205 435 366 
81 75 394 
301 479 287 
437 197 136 
141 58 111 
299 312 358 
168 167 726 
201 80 823 
439 83 326 
187 156 849 
418 226 412 
349 401 14 
233 322 249 
347 287 245 
2 383 219 
31 166 567 
393 138 975 
370 82 945 
123 80 851 
251 2 67 
27 402 975 
109 74 217 
374 232 855 
338 424 306 
454 323 539 
354 471 449 
428 467 811 
291 310 908 
279 97 979 
91 342 885 
402 417 127 
290 412 843 
203 43 585 
38 403 159 
133 64 250 
459 370 429 
498 493 809 
436 60 402 
110 29 272 
329 75 755 
209 3 688 
16 414 74 
456 228 906 
61 290 823 
28 406 933 
355 401 634 
388 44 619 
409 384 653 
171 462 972 
156 438 536 
138 424 47 
213 120 401 
438 432 12 
466 356 829 
261 209 989 
3 474 158 
135 208 583 
423 358 112 
393 248 959 
36 234 809 
182 48 963 
99 9 577 
65 491 922 
237 182 11 
277 325 513 
350 351 642 
63 449 180 
84 192 153 
166 343 716 
313 473 621 
227 390 520 
451 243 47 
220 21 621 
362 397 781 
392 181 512 
38 103 427 
48 291 481 
484 356 219 
410 125 903 
322 349 557 
89 427 878 
77 189 161 
439 90 665 
114 113 85 
321 338 681 
244 213 568 
458 34 347 
301 398 1 
110 429 771 
382 351 916 
232 335 385 
493 286 160 
290 319 744 
361 228 473 
498 265 506 
285 251 732 
158 344 680 
416 10 704 
216 456 610 
121 324 330 
81 370 154 
300 128 828 
317 186 890 
346 125 356 
63 33 229 
330 237 820 
449 374 777 
484 216 967 
98 439 989 
495 472 56 
87 248 136 
223 96 119 
338 389 337 
243 391 609 
382 32 410 
353 390 556 
378 76 21 
224 50 342 
257 374 993 
314 193 742 
491 379 72 
79 196 129 
240 460 451 
4 110 156 
465 433 669 
300 234 754 
228 297 256 
486 498 988 
173 468 720 
160 64 583 
493 297 169 
140 290 317 
420 84 591 
294 399 625 
215 15 157 
475 96 184 
209 364 912 
476 214 763 
426 415 218 
306 134 721 
298 98 461 
3 26 783 
218 28 406 
92 74 416 
76 161 575 
492 279 793 
173 460 798 
102 255 658 
17 323 492 
245 128 232 
245 285 850 
306 185 366 
240 219 910 
408 459 972 
471 445 785 
237 477 401 
27 273 336 
443 184 994 
400 127 125 
42 306 116 
283 191 471 
144 302 408 
133 126 821 
54 150 516 
52 66 531 
76 311 786 
291 248 728 
452 282 601 
355 292 740 
349 312 776 
190 143 959 
438 108 466 
490 116 872 
180 109 262 
379 127 205 
126 198 736 
192 82 158 
301 136 542 
492 372 363 
3 265 411 
352 204 332 
188 86 390 
241 453 489 
113 444 190 
276 162 625 
108 424 300 
220 112 103 
210 394 357 
149 160 808 
375 493 952 
219 182 722 
242 210 898 
331 302 7 
292 31 584 
156 279 632 
116 99 961 
14 409 13 
208 289 495 
100 242 277 
85 408 558 
339 176 999 
346 169 122 
310 206 195 
113 184 521 
8 241 278 
34 449 777 
249 466 996 
305 96 26 
500 151 819 
377 127 216 
425 293 608 
335 123 64 
5 398 835 
204 10 225 
449 140 41 
500 54 857 
143 392 55 
470 300 838 
3 468 626 
421 226 998 
482 473 938 
297 329 37 
101 88 672 
407 45 761 
349 423 162 
415 254 316 
1 93 124 
333 456 62 
318 248 94 
267 72 451 
128 304 833 
408 251 591 
129 280 545 
119 161 662 
82 215 952 
247 379 427 
117 210 684 
72 186 191 
260 164 303 
347 256 284 
36 44 595 
4 70 745 
413 57 163 
383 264 168 
146 459 907 
409 480 443 
101 88 676 
83 418 488 
456 146 616 
413 132 196 
159 150 273 
418 305 691 
490 210 612 
22 425 143 
116 288 968 
91 247 599 
451 46 847 
162 155 765 
62 40 116 
167 435 495 
485 176 874 
484 129 969 
148 311 95 
302 76 669 
457 183 376 
239 346 223 
471 322 660 
478 352 424 
103 61 352 
213 198 688 
389 248 159 
108 335 615 
99 480 525 
288 432 634 
295 44 176 
231 130 591 
249 350 73 
52 457 568 
222 7 866 
49 192 367 
456 107 21 
112 166 942 
55 67 166 
177 63 27 
14 276 349 
356 12 292 
465 183 265 
183 248 568 
211 325 291 
254 248 224 
73 227 603 
220 202 379 
301 176 247 
64 107 568 
447 201 996 
111 156 651 
455 341 648 
305 206 226 
281 220 260 
427 35 297 
14 292 833 
379 132 545 
419 402 464 
281 117 995 
375 198 359 
353 498 779 
390 273 795 
281 275 752 
418 91 78 
67 6 388 
484 471 451 
250 230 45 
477 443 636 
35 293 16 
323 12 876 
437 21 716 
288 119 526 
180 121 95 
371 185 801 
321 170 202 
180 116 788 
480 201 61 
62 258 483 
131 186 82 
19 49 840 
379 162 317 
330 157 520 
465 132 666 
105 192 702 
102 499 503 
108 97 836 
72 226 262 
279 143 561 
3 366 933 
482 208 415 
273 163 714 
21 187 120 
28 9 580 
380 239 16 
150 240 666 
102 173 36 
195 470 507 
265 419 69 
148 325 614 
326 430 6 
131 183 220 
149 126 510 
35 22 36 
12 424 494 
92 401 850 
166 252 373 
196 72 1000 
148 254 348 
428 243 234 
255 292 929 
1 93 481 
197 107 331 
464 217 524 
419 47 833 
324 345 236 
391 474 555 
385 299 777 
140 294 67 
158 174 289 
216 336 562 
65 313 785 
238 371 451 
456 323 959 
345 85 374 
107 61 195 
92 111 945 
184 280 707 
446 276 619 
265 165 369 
219 139 884 
361 465 905 
315 302 995 
103 111 795 
223 449 144 
499 161 805 
445 241 964 
97 313 563 
242 494 546 
161 314 830 
275 39 411 
421 464 887 
45 467 12 
189 138 159 
143 470 688 
139 326 158 
193 236 176 
285 30 714 
43 401 933 
93 93 648 
7 344 21 
217 351 236 
45 430 882 
79 278 864 
180 103 784 
269 268 353 
344 274 886 
388 420 316 
400 175 21 
140 427 822 
360 102 471 
374 220 550 
388 137 952 
309 5 466 
260 84 691 
166 329 665 
459 109 835 
54 464 49 
496 182 926 
45 328 209 
484 19 622 
71 257 136 
378 74 783 
460 29 447 
192 176 294 
7 189 124 
74 196 792 
116 181 348 
424 392 109 
495 314 837 
476 414 116 
483 158 958 
486 257 619 
419 416 604 
63 316 216 
299 56 936 
99 330 793 
59 276 359 
461 349 202 
83 249 53 
327 345 442 
22 53 915 
418 328 983 
226 98 566 
157 342 289 
197 497 675 
316 239 166 
253 350 130 
397 315 434 
69 191 845 
276 330 518 
153 425 182 
367 444 576 
107 326 185 
131 486 263 
72 180 42 
358 300 518 
358 149 578 
427 251 216 
496 61 981 
126 101 445 
256 306 365 
488 288 154 
443 402 940 
435 31 743 
136 153 870 
404 388 437 
444 106 525 
16 480 885 
397 345 951 
333 88 697 
165 314 542 
20 397 329 
399 181 224 
382 269 303 
473 47 135 
200 285 474 
129 115 918 
285 150 203 
305 391 216 
495 103 377 
283 163 478 
344 340 401 
304 223 229 
209 46 369 
122 167 984 
427 471 528 
322 9 815 
387 73 439 
74 435 263 
151 467 294 
251 482 320 
478 253 878 
91 362 518 
339 85 468 
275 462 560 
28 245 868 
284 352 388 
248 72 624 
376 457 432 
4 10 987 
441 331 766 
343 431 216 
412 474 334 
93 23 58 
36 132 115 
14 455 677 
370 328 453 
1 398 598 
267 32 70 
292 283 188 
356 320 916 
277 235 28 
175 361 716 
239 372 485 
82 111 14 
79 462 486 
36 109 608 
182 53 413 
474 257 145 
436 265 530 
464 100 266 
235 60 379 
259 486 167 
124 149 281 
142 176 870 
349 417 132 
359 313 67 
239 338 155 
386 129 688 
98 370 836 
354 282 574 
246 346 838 
158 248 285 
380 382 443 
396 104 737 
167 67 85 
306 308 330 
48 480 74 
181 193 111 
275 352 413 
17 137 237 
478 491 683 
148 188 46 
233 266 944 
342 447 802 
434 46 644 
263 277 397 
251 122 860 
468 140 886 
430 50 894 
230 123 360 
94 310 440 
10 285 186 
159 425 135 
397 446 889 
370 171 407 
286 312 420 
157 329 494 
194 260 487 
131 212 357 
212 217 840 
135 122 991 
139 46 556 
431 300 989 
171 223 710 
124 256 891 
139 379 406 
223 398 618 
93 107 280 
178 249 450 
438 264 528 
453 190 399 
363 136 325 
301 377 212 
306 366 431 
500 225 571 
81 280 757 
13 447 572 
292 329 308 
369 226 505 
158 426 661 
9 462 389 
469 228 558 
156 88 233 
314 293 915 
436 473 692 
299 348 331 
30 165 74 
455 237 428 
275 494 688 
56 113 927 
105 236 44 
86 487 404 
48 147 578 
210 124 533 
205 291 251 
438 492 917 
81 177 498 
383 372 975 
226 271 744 
106 279 412 
169 62 456 
253 381 305 
352 486 700 
120 468 752 
315 104 125 
1 453 445 
215 465 864 
355 328 614 
168 296 335 
356 155 205 
73 405 984 
56 417 796 
242 488 936 
267 104 845 
225 469 609 
107 359 179 
397 120 595 
266 57 577 
103 238 125 
21 419 833 
175 339 264 
202 414 514 
244 47 766 
81 479 253 
445 8 940 
94 239 552 
83 327 233 
53 48 12 
201 312 538 
326 23 362 
50 340 650 
103 3 229 
17 201 854 
198 64 109 
179 16 302 
488 219 728 
94 25 529 
396 119 402 
404 32 580 
442 430 790 
177 229 271 
232 158 142 
428 421 842 
145 177 345 
485 180 557 
147 82 769 
98 484 876 
137 33 523 
225 469 941 
101 497 0 
297 276 943 
202 20 468 
208 322 568 
21 392 152 
406 398 861 
474 295 161 
1 240 677 
422 123 536 
56 281 857 
250 328 361 
242 381 283 
133 196 291 
163 397 602 
393 354 42 
403 394 795 
79 474 140 
362 47 267 
445 316 576 
401 113 791 
213 245 101 
41 223 673 
193 314 370 
245 392 488 
70 85 756 
298 358 255 
93 105 606 
356 130 428 
491 202 667 
249 480 781 
428 8 825 
313 341 8 
433 431 21 
77 425 636 
208 465 43 
155 481 461 
70 317 788 
114 424 580 
348 392 658 
447 94 354 
161 119 508 
101 231 270 
72 193 357 
37 167 860 
265 216 974 
495 242 369 
139 188 779 
466 430 573 
281 262 743 
214 54 317 
364 452 515 
129 126 546 
257 119 699 
457 96 606 
394 499 949 
471 209 434 
69 353 368 
378 478 106 
473 186 439 
118 242 775 
135 39 152 
396 105 190 
475 314 498 
492 197 621 
24 329 91 
162 470 529 
322 432 583 
292 453 446 
181 5 539 
59 11 135 
309 195 582 
402 328 379 
211 140 451 
77 285 805 
143 246 736 
47 290 815 
460 62 444 
275 214 123 
68 371 276 
275 325 75 
101 308 170 
132 325 936 
68 183 39 
497 112 53 
128 86 362 
131 115 118 
205 286 502 
216 444 502 
295 494 870 
221 128 763 
464 20 825 
489 460 569 
441 154 365 
99 221 836 
437 413 219 
413 485 598 
38 94 375 
56 336 630 
290 404 849 
497 215 801 
35 55 890 
331 334 0 
383 386 639 
85 364 742 
273 199 228 
1 57 95 
41 166 459 
349 75 969 
132 222 979 
201 495 962 
13 92 91 
292 373 511 
230 65 651 
409 207 826 
417 177 913 
351 466 426 
310 382 578 
100 290 183 
242 315 738 
157 289 745 
375 279 613 
169 179 678 
478 308 94 
169 366 526 
156 489 938 
252 81 838 
177 451 830 
384 98 154 
98 366 983 
296 27 731 
487 283 91 
164 202 787 
212 19 784 
478 57 245 
277 437 921 
378 370 746 
264 139 217 
388 383 503 
289 457 899 
449 453 750 
125 387 674 
358 26 472 
315 284 759 
324 262 107 
369 108 669 
455 400 796 
33 135 308 
451 327 210 
199 176 547 
209 388 180 
477 114 403 
460 485 538 
246 111 629 
387 330 913 
326 404 212 
189 384 418 
48 90 821 
58 193 946 
433 76 735 
163 86 775 
6 239 579 
125 477 298 
420 187 408 
213 40 50 
286 100 169 
327 474 213 
133 449 542 
141 91 11 
500 492 668 
123 214 868 
170 428 309 
170 410 607 
461 86 268 
304 248 695 
484 199 699 
390 144 725 
133 30 343 
211 263 121 
334 424 528 
128 49 462 
458 485 223 
439 260 686 
210 199 494 
31 82 144 
42 57 777 
324 305 903 
272 208 462 
422 388 607 
300 138 683 
394 261 832 
202 156 112 
341 6 88 
170 274 239 
37 360 300 
185 265 475 
271 41 670 
274 237 327 
217 40 148 
11 186 591 
175 443 895 
406 264 899 
311 384 898 
308 457 139 
282 210 255 
8 495 637 
396 492 754 
448 361 900 
356 277 180 
226 419 205 
185 236 88 
244 190 923 
255 180 531 
457 358 202 
113 84 612 
317 135 331 
167 148 920 
344 33 505 
488 252 932 
213 291 194 
478 253 970 
291 392 877 
402 35 498 
30 312 0 
215 96 335 
62 32 516 
379 140 839 
83 71 746 
30 378 859 
108 499 69 
378 183 324 
296 441 464 
236 417 702 
399 391 712 
202 9 853 
46 483 593 
33 366 71 
12 283 893 
290 310 840 
479 69 185 
204 281 528 
326 149 470 
215 132 54 
498 254 966 
1 278 945 
48 451 918 
470 443 262 
422 339 349 
418 23 646 
429 120 146 
164 399 53 
114 446 835 
230 307 165 
228 73 304 
28 216 153 
255 371 419 
472 498 728 
382 352 195 
391 126 118 
194 23 872 
330 54 984 
251 412 828 
144 107 329 
350 18 963 
79 269 599 
443 109 452 
197 219 904 
189 167 226 
249 187 546 
123 140 457 
345 192 413 
291 212 137 
403 226 878 
64 455 808 
158 35 540 
140 147 65 
476 64 446 
7 420 926 
460 135 803 
131 175 247 
446 116 884 
272 218 662 
153 437 98 
271 172 352 
105 174 33 
286 227 579 
434 64 830 
138 358 562 
369 185 146 
297 56 885 
276 41 225 
254 367 186 
338 251 673 
469 277 438 
86 500 499 
388 420 587 
121 310 783 
132 259 144 
303 390 805 
396 260 675 
269 229 993 
305 383 728 
28 190 289 
371 417 603 
381 387 490 
459 401 111 
89 264 176 
15 284 482 
224 419 147 
264 83 76 
70 210 631 
161 321 421 
126 177 95 
114 164 625 
403 270 217 
361 306 957 
302 114 250 
230 177 100 
43 345 378 
34 451 853 
261 260 866 
486 264 573 
111 440 499 
240 259 146 
75 350 660 
448 430 363 
115 196 88 
206 236 43 
84 112 462 
90 60 826 
401 303 613 
49 161 509 
443 186 51 
235 273 359 
41 484 963 
458 419 328 
276 347 223 
214 224 353 
406 340 232 
170 100 985 
451 44 370 
65 272 264 
41 310 932 
166 259 780 
429 336 289 
385 432 704 
37 386 505 
357 498 551 
468 387 634 
357 358 117 
428 233 470 
65 298 280 
276 169 664 
197 346 715 
397 66 931 
220 370 308 
271 166 461 
445 167 818 
287 401 785 
496 484 735 
491 276 227 
180 327 431 
103 100 986 
99 484 718 
198 27 188 
104 171 703 
135 448 217 
248 302 397 
212 151 286 
71 438 852 
181 149 231 
444 364 982 
121 62 940 
14 238 789 
411 233 623 
125 392 376 
317 14 306 
115 227 157 
72 466 521 
339 220 872 
88 56 134 
25 459 954 
156 167 189 
230 297 819 
206 495 729 
119 50 205 
115 358 992 
295 157 737 
310 140 196 
480 311 119 
225 309 587 
256 155 842 
108 310 780 
62 3 472 
451 19 416 
102 92 767 
408 3 817 
33 194 112 
285 119 190 
35 115 900 
51 139 743 
438 472 432 
36 493 42 
468 167 326 
118 416 251 
4 153 988 
258 400 69 
146 454 431 
154 456 403 
294 252 405 
91 496 388 
207 143 180 
199 2 598 
447 107 36 
111 303 974 
434 95 896 
423 37 505 
222 364 572 
263 376 984 
277 125 583 
166 158 446 
68 272 19 
38 97 328 
266 146 915 
468 119 528 
187 122 648 
150 260 405 
159 367 735 
248 197 340 
4 6 484 
121 195 457 
442 232 398 
293 84 926 
276 202 404 
488 9 807 
161 391 424 
186 238 305 
474 133 916 
319 369 921 
105 22 715 
164 287 719 
404 239 102 
77 38 298 
6 362 167 
82 312 320 
443 162 531 
109 283 859 
117 489 657 
73 59 72 
471 379 130 
84 299 272 
94 54 134 
10 490 59 
327 383 785 
390 75 697 
43 73 40 
455 359 222 
486 8 243 
336 132 291 
357 156 977 
161 157 64 
173 36 389 
457 210 327 
494 66 424 
225 397 703 
240 431 379 
85 172 610 
217 387 454 
418 111 363 
217 37 27 
303 83 496 
136 227 233 
451 116 921 
44 243 485 
381 285 599 
326 410 750 
215 87 692 
252 206 912 
384 278 20 
373 300 677 
262 179 524 
322 203 320 
332 469 47 
183 34 150 
485 279 655 
484 235 497 
421 130 857 
191 239 213 
387 158 304 
135 450 632 
192 216 888 
13 423 774 
372 146 912 
409 330 646 
97 61 264 
166 79 636 
153 22 26 
336 37 109 
405 6 378 
82 323 952 
401 183 194 
468 166 968 
239 371 351 
243 16 657 
235 391 438 
231 34 305 
13 430 489 
160 292 316 
250 450 509 
449 27 992 
42 373 694 
136 12 697 
437 40 627 
145 388 526 
178 375 454 
213 200 729 
142 67 951 
131 318 230 
305 348 228 
223 374 500 
198 318 395 
439 73 822 
226 71 939 
388 262 227 
242 339 804 
7 7 714 
285 206 65 
454 184 504 
222 209 361 
358 204 954 
374 246 675 
54 473 105 
340 112 608 
120 337 663 
141 154 527 
83 53 938 
372 145 500 
415 74 162 
477 171 826 
143 313 988 
112 284 862 
211 288 980 
406 481 482 
466 471 990 
309 278 737 
128 367 634 
303 266 464 
203 100 485 
75 416 400 
217 317 691 
378 48 511 
109 72 254 
129 23 125 
392 36 536 
133 219 993 
463 381 752 
38 495 413 
394 36 633 
68 176 895 
462 266 383 
157 290 48 
453 101 960 
425 304 218 
296 105 829 
72 242 780 
21 213 126 
164 57 70 
220 410 213 
53 189 354 
21 112 799 
472 373 129 
122 437 538 
483 366 243 
181 92 476 
386 431 762 
43 98 687 
47 23 734 
478 457 58 
21 213 781 
494 41 236 
470 152 991 
433 196 596 
276 54 403 
336 162 706 
214 440 202 
297 158 572 
477 163 594 
333 23 127 
184 318 212 
161 347 619 
480 234 49 
111 317 147 
278 169 376 
158 30 548 
462 161 745 
382 207 355 
352 239 802 
121 119 106 
336 352 790 
88 216 412 
327 422 673 
392 458 187 
385 417 302 
98 118 257 
128 15 129 
215 22 696 
71 491 516 
283 229 378 
374 447 153 
307 466 558 
107 59 918 
330 328 445 
431 431 977 
301 388 894 
122 121 214 
29 55 970 
269 384 752 
225 381 414 
459 302 73 
104 395 418 
170 2 686 
442 34 269 
218 399 851 
417 133 282 
475 473 388 
143 15 544 
220 107 818 
362 254 544 
79 6 977 
35 394 706 
326 320 284 
258 271 169 
62 334 909 
84 347 309 
330 43 52 
401 382 743 
315 29 506 
299 198 185 
475 481 707 
487 50 886 
303 92 826 
378 166 405 
125 180 150 
142 43 603 
75 179 674 
285 422 136 
338 472 185 
59 161 735 
213 475 957 
17 162 409 
83 489 519 
440 368 46 
254 407 637 
175 355 365 
192 281 462 
405 323 968 
295 252 503 
92 161 584 
334 32 341 
477 19 254 
46 403 889 
153 408 93 
373 397 103 
84 354 703 
377 342 480 
88 166 440 
32 141 971 
169 295 434 
248 373 201 
211 220 601 
249 228 488 
180 33 61 
194 491 224 
253 140 707 
176 248 467 
461 133 607 
443 105 511 
377 467 702 
266 257 425 
160 229 723 
328 102 19 
452 331 412 
21 246 546 
51 130 558 
86 247 520 
99 385 57 
334 183 43 
479 233 817 
315 267 169 
362 496 860 
69 51 715 
325 57 222 
11 500 348 
307 304 627 
241 177 346 
231 393 272 
39 338 908 
330 297 962 
389 293 27 
373 162 860 
466 417 317 
405 390 579 
145 388 536 
252 204 213 
90 157 784 
128 313 715 
236 304 929 
44 257 56 
319 442 108 
258 326 184 
144 232 299 
174 445 384 
298 59 462 
370 81 285 
286 370 626 
232 409 940 
416 312 300 
354 128 525 
5 248 210 
280 422 610 
137 163 186 
405 388 145 
325 240 823 
179 147 714 
28 5 789 
291 88 55 
147 52 410 
13 257 913 
87 11 421 
320 496 922 
109 438 167 
29 103 142 
50 333 874 
497 144 188 
212 469 271 
360 312 697 
90 364 674 
401 485 837 
178 157 622 
356 14 492 
13 167 30 
313 160 205 
352 492 103 
282 445 532 
339 103 75 
128 410 862 
394 409 114 
451 154 774 
398 340 201 
416 36 914 
374 13 478 
357 236 839 
141 5 23 
83 343 941 
345 18 338 
102 11 125 
88 287 106 
250 403 581 
224 470 577 
210 498 172 
161 27 976 
309 441 404 
128 221 882 
218 344 720 
216 175 919 
267 38 454 
141 88 197 
52 364 909 
394 351 932 
168 19 5 
264 416 333 
290 381 322 
448 463 959 
16 323 94 
222 62 87 
429 153 39 
347 494 829 
269 462 18 
8 41 324 
276 152 913 
304 66 532 
334 71 492 
422 438 352 
309 255 403 
201 302 62 
236 221 525 
99 76 372 
464 484 464 
473 456 441 
53 452 991 
239 458 66 
7 451 56 
59 114 197 
175 280 515 
423 227 100 
258 494 992 
467 437 765 
97 100 589 
207 156 988 
147 446 643 
120 432 791 
137 476 187 
454 257 469 
360 46 770 
236 44 935 
5 51 817 
340 209 211 
94 238 146 
12 334 90 
28 394 64 
403 458 547 
434 49 704 
33 37 352 
295 428 445 
235 255 738 
247 13 612 
209 30 839 
351 29 437 
123 266 409 
496 153 6 
432 86 2 
121 162 410 
241 299 176 
270 75 965 
347 291 580 
58 286 185 
333 480 150 
447 164 953 
333 133 424 
47 155 585 
418 227 226 
283 406 769 
178 405 110 
230 191 255 
280 111 934 
478 288 982 
453 162 697 
97 481 851 
291 262 900 
414 391 131 
278 151 109 
382 314 852 
62 359 478 
188 104 981 
114 352 976 
144 169 201 
418 359 5 
5 466 18 
43 476 128 
436 340 649 
198 136 751 
198 459 63 
252 65 105 
451 232 432 
303 301 633 
29 496 911 
474 70 366 
253 213 301 
115 496 777 
203 323 962 
180 110 896 
260 266 813 
382 433 890 
172 449 27 
132 449 718 
312 219 583 
47 317 878 
67 427 956 
280 115 832 
37 346 680 
64 153 122 
433 469 370 
367 209 759 
428 447 592 
110 154 775 
48 248 248 
361 5 28 
80 260 581 
188 307 135 
79 193 423 
358 61 622 
89 344 859 
176 297 431 
398 212 420 
15 359 830 
39 202 568 
427 150 860 
299 342 458 
136 350 429 
396 191 72 
103 112 25 
374 388 136 
69 76 281 
252 441 166 
187 86 818 
52 214 206 
186 450 697 
351 313 476 
435 372 811 
24 234 31 
296 353 819 
9 460 510 
271 36 971 
170 85 305 
393 185 330 
76 222 919 
357 289 776 
410 422 504 
250 179 957 
274 97 224 
495 423 704 
344 448 472 
214 493 55 
75 450 791 
282 125 273 
473 259 656 
251 275 516 
182 259 184 
219 59 882 
40 156 513 
387 103 541 
248 158 987 
373 335 381 
218 448 610 
452 333 220 
182 284 753 
352 308 672 
